title,budget,release_year,runtime,vote_average,label
The Runaways,10000000 ,2010,106,6.3,0
Fiddler on the Roof,9000000 ,1971,181,7.4,1
Thunderball,5500000 ,1965,130,6.5,0
Detention,10000000 ,2011,93,5.7,0
Loose Cannons,7000000 ,2010,110,7,0
Set It Off,9000000 ,1996,118,6.9,0
The Best Man,9000000 ,1999,120,6.8,0
Child's Play,9000000 ,1988,87,6.3,0
Sicko,9000000 ,2007,123,7.3,1
The Purge: Anarchy,9000000 ,2014,104,6.6,0
Down to You,9000000 ,2000,91,4.9,0
Harold & Kumar Go to White Castle,9000000 ,2004,88,6.6,0
The Contender,9000000 ,2000,126,6.7,0
Boiler Room,26000000 ,2000,118,6.5,0
Trading Places,40600000 ,1983,116,7.1,1
Black Christmas,9000000 ,2006,84,4.8,0
Henry V,9000000 ,1989,137,7.4,1
The Way of the Gun,8500000 ,2000,119,6.4,0
Igby Goes Down,9000000 ,2002,97,6.5,0
PCU,9000000 ,1994,79,6,0
The Ice Pirates,9000000 ,1984,91,5.7,0
Gracie,9000000 ,2007,97,6,0
Trust the Man,9000000 ,2005,103,5.5,0
Glee: The Concert Movie,9000000 ,2011,84,6.8,0
Two Evil Eyes,9000000 ,1990,120,6,0
Barbecue,6000000 ,2014,98,5.8,0
All or Nothing,9000000 ,2002,128,7,0
Princess Kaiulani,9000000 ,2010,130,4.8,0
Opal Dream,5000000 ,2006,86,6.1,0
Flame & Citron,6500000 ,2008,130,6.8,0
Undiscovered,9000000 ,2005,97,4.5,0
Veronika Decides to Die,9000000 ,2009,103,5.8,0
Crocodile Dundee,5000000 ,1986,97,6.3,0
The I Inside,8800000 ,2004,90,5.9,0
Beneath Hill 60,7347125 ,2010,122,7.3,1
Awake,86000000 ,2007,84,6.3,0
Skin Trade,9000000 ,2014,96,5.6,0
The Lost Boys,8500000 ,1987,97,6.8,0
Crazy Heart,7000000 ,2009,112,6.8,0
The Rose,9250000 ,1979,125,6.8,0
Baggage Claim,8500000 ,2013,96,5.6,0
Barbarella,9000000 ,1968,98,5.7,0
The Namesake,12000000 ,2006,122,6.8,0
The DUFF,8500000 ,2015,100,6.8,0
Glitter,22000000 ,2001,104,3.4,0
Bright Star,8500000 ,2009,119,6.8,0
My Name Is Khan,12000000 ,2010,145,7.7,1
All Is Lost,9000000 ,2013,106,6.6,0
Limbo,8000000 ,1999,126,7,0
The Wind That Shakes the Barley,6500000 ,2006,124,7.1,1
Yeh Jawaani Hai Deewani,7700000 ,2013,159,7.2,1
Quo Vadis,8250000 ,1951,171,7,0
Valley of the Wolves: Iraq,10000000 ,2006,122,4.3,0
Pulp Fiction,8000000 ,1994,154,8.3,1
Nightcrawler,8500000 ,2014,117,7.6,1
Club Dread,8500000 ,2004,104,5.1,0
The Sound of Music,8200000 ,1965,174,7.4,1
Splash,8000000 ,1984,111,6.1,0
Little Miss Sunshine,8000000 ,2006,102,7.5,1
Stand by Me,8000000 ,1986,89,7.8,1
28 Days Later,5000000 ,2002,113,7.1,1
Escape from Alcatraz,8000000 ,1979,111,7.2,1
Brown Sugar,8000000 ,2002,109,7,0
50/50,8000000 ,2011,100,7,0
That Awkward Moment,8000000 ,2014,94,6.1,0
Much Ado About Nothing,8000000 ,1993,111,7.2,1
On Her Majesty's Secret Service,6500000 ,1969,142,6.5,0
New Nightmare,14000000 ,1994,112,6.4,0
Drive Me Crazy,8000000 ,1999,91,5.8,0
Akeelah and the Bee,8000000 ,2006,112,6.7,0
Half Baked,8000000 ,1998,82,6.4,0
New in Town,8000000 ,2009,97,5.2,0
American Psycho,7000000 ,2000,102,7.3,1
The Good Girl,8000000 ,2002,93,6.1,0
Bon Cop Bad Cop,8000000 ,2006,116,6.5,0
The Boondock Saints II: All Saints Day,8000000 ,2009,118,5.9,0
Easy A,8000000 ,2010,92,6.7,0
Shadow of the Vampire,8000000 ,2000,92,6.6,0
Prom,8000000 ,2011,104,5.7,0
The Pallbearer,8000000 ,1996,97,4.6,0
Woman on Top,8000000 ,2000,92,5.5,0
Anomalisa,8000000 ,2015,90,7,0
Another Year,8000000 ,2010,129,7,0
8 Women,8000000 ,2002,111,6.9,0
Showdown in Little Tokyo,8000000 ,1991,79,5.7,0
It's Kind of a Funny Story,8000000 ,2010,101,6.9,0
Made in Dagenham,7200000 ,2010,113,6.6,0
Prefontaine,8000000 ,1997,106,6.7,0
Begin Again,8000000 ,2013,104,7.3,1
Down in the Valley,8000000 ,2005,112,5.9,0
Brooklyn Rules,8000000 ,2007,99,5.8,0
Fido,8000000 ,2006,91,6.6,0
Wild Target,8000000 ,2010,98,6.4,0
Pathology,8000000 ,2008,95,5.6,0
10th & Wolf,8000000 ,2006,107,6.3,0
Aloft,8000000 ,2014,112,5.1,0
Akira,8000000 ,1988,124,7.8,1
The Death and Life of Bobby Z,22000000 ,2007,97,5.8,0
The Rocket: The Legend of Rocket Richard,8000000 ,2005,124,6.1,0
Mr. Church,8000000 ,2016,104,7,0
Swimming Pool,7800000 ,2003,102,6.4,0
Code of Honor,8000000 ,2016,106,4.1,0
Driving Miss Daisy,7500000 ,1989,99,7,0
Rumble in the Bronx,7500000 ,1995,91,6.5,0
Far from Men,7700000 ,2014,110,6.6,0
Thank You for Smoking,6500000 ,2005,92,7.1,1
Hostel: Part II,10200000 ,2007,93,5.6,0
An Education,7500000 ,2009,100,6.8,0
Shopgirl,10284523 ,2005,104,5.7,0
The Hotel New Hampshire,7500000 ,1984,109,5.8,0
Narc,6500000 ,2002,105,6.8,0
Men with Brooms,7500000 ,2002,102,4.5,0
The Work and the Glory,7500000 ,2004,110,6.1,0
Extract,8000000 ,2009,92,5.7,0
Code 46,7500000 ,2003,92,6.2,0
Outside Bet,7500000 ,2012,101,5.8,0
Albert Nobbs,8000000 ,2011,113,6.2,0
Black November,12500000 ,2012,95,6.4,0
Persepolis,7300000 ,2007,95,7.7,1
The Wave,7500000 ,2008,107,7.5,1
The Neon Demon,7000000 ,2016,117,6.4,0
Harry Brown,7300000 ,2009,103,6.7,0
Juno,7500000 ,2007,96,7,0
Pound of Flesh,7500000 ,2015,104,5.5,0
Diamonds Are Forever,7200000 ,1971,120,6.3,0
The Godfather,6000000 ,1972,175,8.4,1
Flashdance,4000000 ,1983,95,6.1,0
The Piano,7000000 ,1993,121,7.1,1
Magic Mike,7000000 ,2012,110,6.1,0
Live and Let Die,7000000 ,1973,121,6.4,0
My Dog Skip,7000000 ,2000,95,6.5,0
Jumping the Broom,6600000 ,2011,112,6,0
"Good Night, and Good Luck.",7000000 ,2005,93,6.8,0
Capote,7000000 ,2005,114,6.8,0
Desperado,7000000 ,1995,104,6.8,0
Logan's Run,9000000 ,1976,119,6.6,0
The Man with the Golden Gun,7000000 ,1974,125,6.3,0
Action Jackson,7000000 ,1988,96,4.9,0
Devil's Due,7000000 ,2014,89,4.4,0
Flirting with Disaster,7000000 ,1996,92,6.3,0
Dope,700000 ,2015,103,7.2,1
In Too Deep,7000000 ,1999,97,6.2,0
House of 1000 Corpses,7000000 ,2003,89,6,0
A Serious Man,7000000 ,2009,105,6.6,0
Get Low,7500000 ,2010,103,6.5,0
Warlock,7000000 ,1989,103,5.8,0
Beyond the Lights,7000000 ,2014,116,7,0
A Single Man,7000000 ,2009,101,7.3,1
The Last Temptation of Christ,7000000 ,1988,164,7,0
Outside Providence,7000000 ,1999,96,5.6,0
Bride & Prejudice,7000000 ,2004,111,6.5,0
The Other Side of Heaven,7000000 ,2001,113,6.7,0
Veer-Zaara,7000000 ,2004,192,7.4,1
Redbelt,7000000 ,2008,99,6.4,0
Cyrus,7000000 ,2010,91,6.1,0
Auto Focus,7000000 ,2002,104,6.1,0
Factory Girl,7000000 ,2006,90,6.2,0
We Need to Talk About Kevin,7000000 ,2011,112,7.4,1
The Mighty Macs,7000000 ,2009,102,5,0
Losin' It,7000000 ,1983,100,4.5,0
Mother and Child,7000000 ,2009,125,6.7,0
Somewhere,8000000 ,2010,98,6,0
I Hope They Serve Beer in Hell,7000000 ,2009,106,5.7,0
Hesher,7000000 ,2010,106,6.7,0
Gerry,3500000 ,2002,103,6.2,0
The Heart of Me,7000000 ,2002,96,7.7,1
Freeheld,7000000 ,2015,103,7.1,1
The Extra Man,7000000 ,2010,108,5.9,0
Hard to Be a God,7000000 ,2013,170,6.7,0
Ca$h,7000000 ,2010,108,6,0
The Boondock Saints,6000000 ,1999,108,7.2,1
Twixt,7000000 ,2011,84,5,0
The Snow Queen,7000000 ,2012,76,5.1,0
Stargate: The Ark of Truth,7000000 ,2008,97,6.9,0
Dazed and Confused,6900000 ,1993,102,7.4,1
Criminal Activities,7000000 ,2015,94,5.8,0
Shade,6800000 ,2003,101,6.1,0
House at the End of the Street,6900000 ,2012,101,5.6,0
Incendies,6800000 ,2010,130,7.9,1
Elite Squad,4000000 ,2007,115,7.8,1
Annabelle,6500000 ,2014,99,5.6,0
Boyz n the Hood,6500000 ,1991,112,7.4,1
La Bamba,6500000 ,1987,108,6.8,0
Dressed to Kill,6500000 ,1980,105,6.8,0
The Adventures of Huck Finn,6500000 ,1993,108,6.2,0
Go,6500000 ,1999,98,7,0
Friends with Money,6500000 ,2006,88,5.1,0
The Andromeda Strain,6500000 ,1971,131,7,0
Shame,6500000 ,2011,100,7,0
Layer Cake,6500000 ,2004,105,7,0
The Work and the Glory II: American Zion,6500000 ,2005,100,8,1
The East,6500000 ,2013,116,6.5,0
A Home at the End of the World,6500000 ,2004,96,6.8,0
The Messenger,6500000 ,2009,113,7.1,1
Tracker,6500000 ,2010,102,6,0
The Terminator,6400000 ,1984,108,7.3,1
"Good bye, Lenin!",4800000 ,2003,121,7.4,1
The Damned United,10000000 ,2009,97,7.2,1
The Return of the Living Dead,4000000 ,1985,91,7.3,1
Mallrats,6000000 ,1995,94,6.8,0
Grease,6000000 ,1978,110,7.2,1
Platoon,6000000 ,1986,120,7.5,1
Fahrenheit 9/11,6000000 ,2004,122,6.8,0
Butch Cassidy and the Sundance Kid,6000000 ,1969,110,7.4,1
Mary Poppins,6000000 ,1964,139,7.4,1
Ordinary People,6000000 ,1980,124,7.4,1
West Side Story,6000000 ,1961,152,7,0
Caddyshack,6000000 ,1980,98,6.6,0
The Wood,6000000 ,1999,106,7.1,1
The Usual Suspects,6000000 ,1995,106,8.1,1
A Nightmare on Elm Street 5: The Dream Child,8000000 ,1989,89,5.5,0
National Lampoon? Van Wilder,5000000 ,2002,92,5.9,0
The Wrestler,6000000 ,2008,109,7.3,1
Duel in the Sun,6000000 ,1946,144,6.2,0
Escape from New York,6000000 ,1981,99,6.9,0
Daddy Day Camp,6000000 ,2007,89,4.4,0
A Mighty Wind,6000000 ,2003,91,6.6,0
Sliding Doors,6000000 ,1998,99,6.5,0
Tales from the Hood,6000000 ,1995,98,5.4,0
The Last King of Scotland,6000000 ,2006,121,7.4,1
Halloween 5: The Revenge of Michael Myers,5000000 ,1989,96,5.2,0
Bernie,5000000 ,2012,100,6.5,0
200 Cigarettes,6000000 ,1999,101,6.1,0
The Words,6000000 ,2012,96,6.4,0
City Island,6000000 ,2009,104,6.9,0
The Guard,6000000 ,2011,96,6.8,0
College,7000000 ,2008,94,4.8,0
The Virgin Suicides,6000000 ,1999,97,7.1,1
Wish I Was Here,5500000 ,2014,120,6.4,0
Simply Irresistible,6000000 ,1999,95,5.5,0
Only the Strong,6000000 ,1993,99,6.9,0
Shattered Glass,6000000 ,2003,94,6.6,0
Novocaine,6000000 ,2001,95,6,0
The Wild Bunch,6244087 ,1969,145,7.6,1
The Wackness,6000000 ,2008,99,6.2,0
The First Great Train Robbery,6000000 ,1979,110,6.6,0
Beastmaster 2: Through the Portal of Time,6000000 ,1991,107,4.6,0
The 5th Quarter,6000000 ,2011,97,4.7,0
The Greatest,6000000 ,2009,99,6.2,0
Snow Flower and the Secret Fan,134005 ,2011,104,5.3,0
Come Early Morning,6000000 ,2006,97,5.9,0
"Surfer, Dude",6000000 ,2008,85,4.7,0
Deadfall,12000000 ,2012,95,5.6,0
A Shine of Rainbows,6000000 ,2009,101,6.3,0
The Hit List,6000000 ,2011,90,5.2,0
Videodrome,5952000 ,1983,87,7.1,1
The Spanish Apartment,5300000 ,2002,122,7,0
Song One,6000000 ,2014,86,5.5,0
Winter in Wartime,4000000 ,2008,103,6.8,0
The Train,5800000 ,1964,133,7.2,1
Bend It Like Beckham,3500159 ,2002,112,6.2,0
Crossover,5800000 ,2006,95,4.2,0
The Sting,5500000 ,1973,129,7.9,1
Chariots of Fire,5500000 ,1981,123,6.8,0
Don Jon,6000000 ,2013,90,5.9,0
High Plains Drifter,5500000 ,1973,105,7.4,1
Ghost World,7000000 ,2001,111,7.1,1
Galaxina,5500000 ,1980,95,3.3,0
Mambo Italiano,4361898 ,2003,92,5.6,0
Wonderland,5000000 ,2003,104,6.2,0
Do the Right Thing,6500000 ,1989,120,7.6,1
Le Havre,3850000 ,2011,93,6.8,0
R100,5500000 ,2013,100,5.4,0
Rang De Basanti,2200000 ,2006,157,7.2,1
Salvation Boulevard,8000000 ,2011,96,5.6,0
Miss Julie,5500000 ,2014,120,5.9,0
Somewhere in Time,5100000 ,1980,103,7.2,1
Insidious: Chapter 2,5000000 ,2013,106,6.5,0
Saw II,4000000 ,2005,92,6.3,0
10 Cloverfield Lane,15000000 ,2016,103,6.8,0
Jackass: The Movie,5000000 ,2002,87,6.1,0
Lights Out,4900000 ,2016,81,6.3,0
Paranormal Activity 3,5000000 ,2011,83,5.9,0
Ouija,5000000 ,2014,89,4.9,0
A Nightmare on Elm Street 3: Dream Warriors,5000000 ,1987,96,6.5,0
Instructions Not Included,5500000 ,2013,115,7.5,1
Paranormal Activity 4,5000000 ,2012,95,5.2,0
The Robe,4100000 ,1953,135,6.4,0
The Return of the Pink Panther,5000000 ,1975,113,6.7,0
Freddy's Dead: The Final Nightmare,11000000 ,1991,89,5.1,0
Monster,8000000 ,2003,110,7,0
"20,000 Leagues Under the Sea",5000000 ,1954,127,6.8,0
Paranormal Activity: The Marked Ones,5000000 ,2014,84,5.2,0
The Elephant Man,5000000 ,1980,124,7.9,1
Dallas Buyers Club,5000000 ,2013,117,7.9,1
The Lazarus Effect,3300000 ,2015,83,5.1,0
Memento,9000000 ,2000,113,8.1,1
Oculus,5000000 ,2013,104,6.3,0
Clerks II,5000000 ,2006,97,6.9,0
Billy Elliot,5000000 ,2000,110,7.4,1
The Way Way Back,4600000 ,2013,103,7.1,1
The Man from Snowy River,3500000 ,1982,104,6.8,0
The Apostle,5000000 ,1997,134,6.1,0
Our Idiot Brother,10000000 ,2011,90,5.9,0
Race,5000000 ,2016,134,7.1,1
"As Above, So Below",5000000 ,2014,93,6.1,0
Still Alice,5000000 ,2014,99,7.5,1
The Egyptian,5000000 ,1954,139,6,0
Nighthawks,5000000 ,1981,99,6.4,0
Friday the 13th Part VIII: Jason Takes Manhattan,5000000 ,1989,100,4.8,0
My Big Fat Greek Wedding,5000000 ,2002,95,6.2,0
Spring Breakers,5000000 ,2013,94,5,0
Halloween: The Curse of Michael Myers,5000000 ,1995,88,5,0
Y Tu Mam獺 Tambi矇n,5000000 ,2001,106,7.3,1
Shaun of the Dead,4000000 ,2004,99,7.5,1
Lone Star,5000000 ,1996,135,6.9,0
Halloween 4: The Return of Michael Myers,5000000 ,1988,88,5.9,0
April Fool's Day,5000000 ,1986,89,5.8,0
Lone Wolf McQuade,5000000 ,1983,107,5.5,0
Apollo 18,5000000 ,2011,86,5,0
Sunshine Cleaning,5000000 ,2008,102,6.5,0
No Escape,5000000 ,2015,103,6.7,0
Solomon and Sheba,5000000 ,1959,139,5.4,0
Fifty Shades of Black,20000000 ,2016,92,4.3,0
Digimon: The Movie,5500000 ,2000,82,6.2,0
The Barbarian Invasions,8000000 ,2003,99,6.7,0
The Forsaken,5000000 ,2001,90,4.9,0
Force 10 from Navarone,5000000 ,1978,118,6.4,0
UHF,5000000 ,1989,97,6.7,0
Slums of Beverly Hills,5000000 ,1998,91,6.5,0
Once Upon a Time in the West,5000000 ,1968,175,8.1,1
Made,5000000 ,2001,94,6.3,0
Moon,5000000 ,2009,97,7.6,1
The Sweet Hereafter,5000000 ,1997,112,6.8,0
Of Gods and Men,4000000 ,2010,120,6.5,0
Bottle Shock,5000000 ,2008,110,6.6,0
Heavenly Creatures,5000000 ,1994,99,7,0
90 Minutes in Heaven,5000000 ,2015,121,5.4,0
Everything Must Go,5000000 ,2010,97,6,0
Zero Effect,5000000 ,1998,116,6,0
The Machinist,5000000 ,2004,101,7.3,1
Light Sleeper,5000000 ,1992,103,5.7,0
Kill the Messenger,5000000 ,2014,112,6.6,0
Rabbit Hole,5000000 ,2010,91,6.9,0
Party Monster,5000000 ,2003,98,5.9,0
Green Room,5000000 ,2016,95,6.7,0
The Oh in Ohio,5000000 ,2006,88,5.8,0
Atlas Shrugged Part III: Who is John Galt?,5000000 ,2014,99,3.9,0
Bottle Rocket,7000000 ,1996,91,6.8,0
Albino Alligator,6000000 ,1996,97,5.6,0
Tucker and Dale vs Evil,5000000 ,2010,89,7.3,1
Decoys,5000000 ,2004,95,4.7,0
The Visit,5000000 ,2015,94,6,0
Redacted,5000000 ,2007,90,6.2,0
Area 51,5000000 ,2015,91,4.2,0
Sleep Tight,5000000 ,2011,107,7,0
Rudderless,5000000 ,2014,105,7.4,1
Henry & Me,5000000 ,2014,67,3,0
Dying of the Light,15000000 ,2014,94,4.5,0
Capricorn One,5000000 ,1977,123,6.4,0
Yoga Hosers,5000000 ,2016,88,4.7,0
Soul Kitchen,5000000 ,2009,99,7.1,1
Sling Blade,1000000 ,1996,135,7.4,1
The Awakening,4798235 ,2011,107,6.3,0
Hostel,4800000 ,2005,94,5.7,0
Take Shelter,5000000 ,2011,120,7.1,1
Let's Kill Ward's Wife,5000000 ,2014,81,5.5,0
The Texas Chainsaw Massacre 2,4700000 ,1986,101,5.9,0
Pat Garrett & Billy the Kid,4638783 ,1973,106,7.2,1
Only God Forgives,4800000 ,2013,90,5.6,0
The Names of Love,4600000 ,2010,100,7.3,1
Treading Water,4700000 ,2013,92,5.6,0
Savage Grace,4600000 ,2007,97,5.7,0
Police Academy,4500000 ,1984,96,6.5,0
The Blue Lagoon,4500000 ,1980,104,5.8,0
Four Weddings and a Funeral,6000000 ,1994,117,6.6,0
Fast Times at Ridgemont High,4500000 ,1982,90,7,0
Moby Dick,4500000 ,1956,116,6.9,0
25th Hour,15000000 ,2002,135,7.2,1
Bound,4500000 ,1996,108,6.9,0
Requiem for a Dream,4500000 ,2000,102,7.9,1
Salvador,4500000 ,1986,123,7,0
Moms' Night Out,5000000 ,2014,98,5.5,0
Donnie Darko,6000000 ,2001,113,7.7,1
Character,4500000 ,1997,122,7.7,1
Spun,2000000 ,2002,101,6.6,0
Life During Wartime,4500000 ,2009,97,6.3,0
Exiled,4500000 ,2006,110,7,0
After.Life,4500000 ,2010,104,5.4,0
One Flew Over the Cuckoo's Nest,3000000 ,1975,133,8.2,1
R.L. Stine's Monsterville: The Cabinet of Souls,4400000 ,2015,85,6.9,0
Airlift,4500000 ,2016,126,7.3,1
The Sweeney,3730500 ,2012,112,5.7,0
Sexy Beast,5000000 ,2000,89,7,0
Whale Rider,8000000 ,2003,101,7.1,1
Paa,3250000 ,2009,133,6.6,0
High School Musical,4200000 ,2006,98,6.1,0
Night Watch,4200000 ,2004,114,6.3,0
The Crying Game,3705538 ,1992,112,6.9,0
Porky's,4000000 ,1981,94,6.1,0
Survival of the Dead,4000000 ,2010,90,4.6,0
Night of the Living Dead,114000 ,1968,96,7.5,1
Lost in Translation,4000000 ,2003,102,7.3,1
Annie Hall,4000000 ,1977,93,7.8,1
The Greatest Show on Earth,4000000 ,1952,152,6.6,0
Monster's Ball,4000000 ,2001,111,6.5,0
Maggie,4000000 ,2015,95,5.2,0
Leaving Las Vegas,3600000 ,1995,112,7.1,1
Hansel and Gretel Get Baked,4500000 ,2013,86,4.8,0
The Front Page,4000000 ,1974,105,6.9,0
The Boy Next Door,4000000 ,2015,91,4.1,0
Trapeze,4000000 ,1956,105,6.4,0
The Kids Are All Right,3500000 ,2010,106,6.5,0
They Live,4000000 ,1988,94,7.1,1
The Great Escape,4000000 ,1963,172,7.8,1
The Last Exorcism Part II,5000000 ,2013,88,4.4,0
Boyhood,4000000 ,2014,164,7.5,1
Scoop,4000000 ,2006,96,6.4,0
The Wash,7000000 ,2001,93,5.3,0
3 Strikes,6000000 ,2000,82,5.9,0
The Cooler,32000000 ,2003,101,6.7,0
The Misfits,4000000 ,1961,124,6.8,0
The Rules of Attraction,4000000 ,2002,110,6.3,0
Topaz,4000000 ,1969,143,6.1,0
Let's Go to Prison,4000000 ,2006,84,5.5,0
Four Rooms,4000000 ,1995,98,6.5,0
Secretary,4000000 ,2002,104,6.7,0
Talk Radio,4000000 ,1988,110,6.7,0
You Kill Me,4000000 ,2007,90,6.2,0
Red State,4000000 ,2011,88,5.9,0
Mirrormask,4000000 ,2005,101,6.6,0
Samsara,4000000 ,2011,102,8,1
The Loss of Sexual Innocence,4000000 ,1999,106,5.2,0
Joe,4000000 ,2014,118,6.5,0
Shooting Fish,3000000 ,1997,109,7,0
Prison,1300000 ,1988,102,6.7,0
Psycho Beach Party,1500000 ,2000,95,6,0
"Guten Tag, Ram籀n",4000000 ,2013,119,8.1,1
Trust,9500000 ,2010,104,6.6,0
Adore,16000000 ,2013,100,6.1,0
The Velocity of Gary,4000000 ,1999,100,4.2,0
Mondays in the Sun,4000000 ,2002,113,7.1,1
Stake Land,650000 ,2010,98,6.2,0
Another Happy Day,4000000 ,2011,119,6.2,0
A Lonely Place to Die,4000000 ,2011,99,6.2,0
Hell's Angels,3950000 ,1930,127,6.1,0
Purple Violets,4000000 ,2007,103,5.7,0
The Veil,4000000 ,2016,93,4.5,0
The Helpers,4000000 ,2012,78,4.1,0
A Man for All Seasons,3900000 ,1966,120,7.5,1
Network,3800000 ,1976,121,7.7,1
Gone with the Wind,4000000 ,1939,238,7.7,1
Major Dundee,3800000 ,1965,123,6.2,0
Annie Get Your Gun,3768785 ,1950,107,7.3,1
Four Lions,967686 ,2010,101,7,0
Defendor,3500000 ,2009,101,6.5,0
The Pirate,3700000 ,1948,102,6.6,0
The Good Heart,3800000 ,2009,95,6,0
The History Boys,4000000 ,2006,109,6.6,0
Midnight Cowboy,3600000 ,1969,113,7.4,1
The Full Monty,3500000 ,1997,91,6.8,0
Airplane!,3500000 ,1980,88,7.1,1
Chain of Command,5000000 ,2015,88,5.3,0
Friday,3500000 ,1995,91,7,0
Menace II Society,3500000 ,1993,97,7.2,1
Creepshow 2,3500000 ,1987,92,5.9,0
The Ballad of Cable Hogue,3716946 ,1970,121,6.9,0
In Cold Blood,3500000 ,1967,134,7.4,1
The Nun's Story,3500000 ,1959,149,7.4,1
Harper,3500000 ,1966,121,6.2,0
Frenzy,3500000 ,1972,116,7.1,1
The Witch,3500000 ,2016,92,6.3,0
She's the One,3500000 ,1996,96,5.7,0
Gods and Monsters,10000000 ,1998,105,6.8,0
The Secret in Their Eyes,2000000 ,2009,129,7.8,1
Evil Dead II,3600000 ,1987,84,7.6,1
Sharknado,1000000 ,2013,86,3.8,0
Troll Hunter,3500000 ,2010,103,6.7,0
Winter Passing,3500000 ,2006,98,6.7,0
D.E.B.S.,3500000 ,2004,91,5.6,0
The Betrayed,3500000 ,2008,98,5.2,0
"Batman: The Dark Knight Returns, Part 2",3500000 ,2013,78,7.9,1
Time to Choose,3500000 ,2015,100,0,0
In the Name of the King III,3500000 ,2013,85,3.3,0
Wicked Blood,3500000 ,2014,92,5.3,0
Lords of London,3440000 ,2014,90,3.6,0
High Anxiety,3400000 ,1977,94,6.5,0
March of the Penguins,8000000 ,2005,80,6.9,0
Margin Call,3500000 ,2011,107,6.7,0
Choke,3000000 ,2008,92,6,0
Whiplash,3300000 ,2014,105,8.3,1
City of God,3300000 ,2002,130,8.1,1
Human Traffic,600000 ,1999,99,6.8,0
To Write Love on Her Arms,3400000 ,2015,118,6.8,0
The Hunt,3800000 ,2012,115,7.9,1
Class of 1984,4300000 ,1982,98,6.2,0
The Opposite Sex,3300000 ,2014,96,4.1,0
Dreaming of Joseph Lees,2000000 ,1999,92,8,1
Rosemary's Baby,3200000 ,1968,136,7.5,1
The Man Who Shot Liberty Valance,3200000 ,1962,123,7.4,1
Beginners,3200000 ,2010,105,6.8,0
Animal House,2700000 ,1978,109,7,0
Goldfinger,2500000 ,1964,110,7.2,1
Antiviral,2400000 ,2012,110,5.7,0
It's a Wonderful Life,3180000 ,1946,130,8,1
Trainspotting,4000000 ,1996,93,7.8,1
Paranormal Activity 2,3000000 ,2010,91,5.7,0
Bowling for Columbine,4000000 ,2002,120,7.3,1
A Nightmare on Elm Street Part 2: Freddy's Revenge,3000000 ,1985,87,5.7,0
A Room with a View,3000000 ,1985,117,6.9,0
The Purge,3000000 ,2013,86,6,0
Sinister,3000000 ,2012,110,6.7,0
Martin Lawrence Live: Runteldat,3000000 ,2002,113,5,0
Cat on a Hot Tin Roof,3000000 ,1958,108,7.6,1
Beneath the Planet of the Apes,3000000 ,1970,95,6.2,0
Air Bud,3000000 ,1997,98,5.3,0
Pok矇mon: Spell of the Unknown,16000000 ,2000,93,5.9,0
Friday the 13th Part VI: Jason Lives,3000000 ,1986,86,5.7,0
The Bridge on the River Kwai,3000000 ,1957,161,7.7,1
Spaced Invaders,3000000 ,1990,100,4.7,0
Family Plot,2000000 ,1976,121,6.7,0
The Apartment,3000000 ,1960,125,8.1,1
Jason Goes to Hell: The Final Friday,3000000 ,1993,87,4.2,0
Torn Curtain,3000000 ,1966,128,6.4,0
Dave Chappelle's Block Party,3000000 ,2005,100,6.4,0
Krush Groove,3000000 ,1985,97,7,0
Elmer Gantry,3000000 ,1960,146,7.3,1
Judgment at Nuremberg,3000000 ,1961,186,7.6,1
Red River,3000000 ,1948,133,7.3,1
Before Midnight,3000000 ,2013,108,7.4,1
Phantasm II,3000000 ,1988,97,6.3,0
Woman Thou Art Loosed,3000000 ,2004,94,5,0
East Is East,3800000 ,1999,97,6.5,0
Whipped,3000000 ,2000,82,3.1,0
Kama Sutra - A Tale of Love,3000000 ,1996,117,5.7,0
Please Give,3000000 ,2010,90,6,0
Willy Wonka & the Chocolate Factory,3000000 ,1971,100,7.4,1
Jawbreaker,3000000 ,1999,87,5.9,0
Basquiat,2962051 ,1996,108,6.6,0
Tsotsi,3000000 ,2005,94,6.9,0
Happiness,3000000 ,1998,139,7.4,1
Tusk,2800000 ,2014,102,5.1,0
Oldboy,3000000 ,2003,120,8,1
Hobo with a Shotgun,3000000 ,2011,86,5.7,0
Compadres,3000000 ,2016,101,5.2,0
Freeway,3000000 ,1996,110,6.5,0
Fish Tank,3000000 ,2009,123,6.9,0
Bachelorette,3000000 ,2012,87,5.3,0
Summer Storm,2700000 ,2004,98,6.7,0
Just Looking,3000000 ,1999,97,5.8,0
The Divide,3000000 ,2011,112,5.7,0
Demonic,3000000 ,2015,83,4.9,0
Open Road,3000000 ,2013,85,5.2,0
Never Back Down 2: The Beatdown,3000000 ,2011,90,5.8,0
Point Blank,2500000 ,1967,92,7.1,1
Something Wicked,3000000 ,2014,95,4.6,0
AWOL-72,3000000 ,2015,79,2.8,0
Chicago Overcoat,3200000 ,2009,95,6.1,0
Central Station,2900000 ,1998,113,7.6,1
Pocketful of Miracles,2900000 ,1961,136,7.3,1
Amnesiac,3000000 ,2015,90,4.1,0
Freakonomics,3000000 ,2010,93,6.6,0
Griff the Invisible,2902660 ,2011,93,6.1,0
Hustle & Flow,8000000 ,2005,116,6.9,0
Some Like It Hot,2883848 ,1959,122,8,1
Friday the 13th Part VII: The New Blood,2800000 ,1988,88,5.3,0
The Wizard of Oz,2777000 ,1939,102,7.4,1
Young Frankenstein,2800000 ,1974,106,7.7,1
